0.1m,0.5m,1.0m,1.5m,2.0m,2.5m,3.0m,3.5m,4.0m,4.5m,5.0m,5.5m,6.0m,7.0m,8.0m,9.0m,10m
-27.0,-62.0,-52.0,-57.0,-56.0,-63.0,-56.0,-67.0,-58.0,-71.0,-62.0,-73.0,-59.0,,,,
-29.0,-53.0,-52.0,-54.0,-56.0,-61.0,-64.0,-64.0,-58.0,-68.0,-60.0,-84.0,-59.0,,,,
-27.0,-62.0,-52.0,-57.0,-62.0,-60.0,-56.0,-64.0,-58.0,-70.0,-60.0,-71.0,-58.0,,,,
-27.0,-62.0,-52.0,-57.0,-62.0,-60.0,-60.0,-66.0,-58.0,-69.0,-64.0,-73.0,-58.0,,,,
-29.0,-53.0,-52.0,-56.0,-62.0,-61.0,-56.0,-64.0,-62.0,-66.0,-60.0,-77.0,-58.0,,,,
-28.0,-53.0,-52.0,-56.0,-56.0,-60.0,-56.0,-64.0,-58.0,-68.0,-60.0,-76.0,-58.0,,,,
-28.0,-53.0,-75.0,-54.0,-65.0,-59.0,-60.0,-64.0,-58.0,-67.0,-64.0,-84.0,-58.0,,,,
-28.0,-65.0,-64.0,-57.0,-62.0,-60.0,-60.0,-64.0,-58.0,-67.0,-62.0,-72.0,-59.0,,,,
-29.0,-65.0,-65.0,-56.0,-65.0,-61.0,-56.0,-66.0,-62.0,-73.0,-61.0,-85.0,-61.0,,,,
-27.0,-53.0,-52.0,-53.0,-65.0,-60.0,-56.0,-64.0,-58.0,-73.0,-62.0,-71.0,-59.0,,,,
-28.0,-61.0,-76.0,-54.0,-61.0,-63.0,-56.0,-66.0,-62.0,-73.0,-65.0,-72.0,-62.0,,,,
-28.0,-53.0,-76.0,-54.0,-64.0,-59.0,-56.0,-67.0,-58.0,-66.0,-61.0,-73.0,-59.0,,,,
-27.0,-62.0,-67.0,-54.0,-57.0,-64.0,-60.0,-64.0,-62.0,-68.0,-61.0,-85.0,-58.0,,,,
-28.0,-53.0,-77.0,-56.0,-61.0,-60.0,-56.0,-67.0,-58.0,-73.0,-65.0,-72.0,-62.0,,,,
-27.0,-61.0,-69.0,-54.0,-57.0,-59.0,-60.0,-68.0,-58.0,-66.0,-61.0,-88.0,-58.0,,,,
-27.0,-61.0,-52.0,-56.0,-63.0,-59.0,-56.0,-68.0,-61.0,-67.0,-61.0,-79.0,-58.0,,,,
-27.0,-53.0,-52.0,-54.0,-56.0,-59.0,-60.0,-68.0,-58.0,-73.0,-61.0,-88.0,-58.0,,,,
-27.0,-62.0,-52.0,-57.0,-56.0,-60.0,-60.0,-67.0,-62.0,-74.0,-60.0,-89.0,-58.0,,,,
-28.0,-53.0,-52.0,-54.0,-56.0,-59.0,-60.0,-65.0,-58.0,-74.0,-61.0,-72.0,-59.0,,,,
-28.0,-53.0,-91.0,-54.0,-65.0,-59.0,-56.0,-67.0,-61.0,-67.0,-61.0,-72.0,-58.0,,,,
-28.0,-53.0,-69.0,-54.0,-65.0,-59.0,-60.0,-67.0,-62.0,-73.0,-65.0,-91.0,-57.0,,,,
-27.0,-66.0,-70.0,-54.0,-65.0,-59.0,-60.0,-66.0,-64.0,-73.0,-61.0,-71.0,-59.0,,,,
-29.0,-62.0,-71.0,-57.0,-62.0,-59.0,-65.0,-68.0,-58.0,-73.0,-61.0,-72.0,-59.0,,,,
-27.0,-62.0,-68.0,-54.0,-56.0,-59.0,-56.0,-68.0,-62.0,-67.0,-65.0,-90.0,-62.0,,,,
-27.0,-62.0,-67.0,-54.0,-65.0,-59.0,-60.0,-65.0,-58.0,-67.0,-61.0,-72.0,-57.0,,,,
-28.0,-62.0,-67.0,-57.0,-62.0,-59.0,-60.0,-73.0,-58.0,-66.0,-61.0,-72.0,-57.0,,,,
-27.0,-53.0,-67.0,-57.0,-62.0,-59.0,-60.0,-61.0,-62.0,-73.0,-61.0,-72.0,-59.0,,,,
-28.0,-53.0,-67.0,-56.0,-62.0,-59.0,-56.0,-61.0,-58.0,-74.0,-61.0,-79.0,-59.0,,,,
-28.0,-65.0,-77.0,-54.0,-56.0,-64.0,-56.0,-62.0,-62.0,-74.0,-61.0,-72.0,-59.0,,,,
-27.0,-66.0,-52.0,-57.0,-62.0,-63.0,-56.0,-63.0,-62.0,-66.0,-65.0,-71.0,-58.0,,,,
-28.0,-64.0,-76.0,-54.0,-56.0,-64.0,-60.0,-67.0,-62.0,-73.0,-61.0,-72.0,-58.0,,,,
-28.0,-62.0,-52.0,-56.0,-62.0,-61.0,-56.0,-63.0,-58.0,-66.0,-62.0,-70.0,-59.0,,,,
-28.0,-53.0,-77.0,-54.0,-65.0,-61.0,-60.0,-68.0,-58.0,-73.0,-62.0,-73.0,-58.0,,,,
-27.0,-62.0,-65.0,-53.0,-65.0,-65.0,-60.0,-69.0,-58.0,-72.0,-61.0,-72.0,-62.0,,,,
-27.0,-65.0,-52.0,-54.0,-56.0,-65.0,-56.0,-68.0,-58.0,-73.0,-65.0,-79.0,-59.0,,,,
-27.0,-62.0,-68.0,-56.0,-57.0,-61.0,-60.0,-68.0,-58.0,-73.0,-61.0,-72.0,-59.0,,,,
-28.0,-53.0,-52.0,-53.0,-57.0,-60.0,-64.0,-63.0,-64.0,-66.0,-65.0,-73.0,-57.0,,,,
-27.0,-53.0,-78.0,-57.0,-56.0,-61.0,-56.0,-69.0,-62.0,-67.0,-61.0,-79.0,-59.0,,,,
-28.0,-62.0,-52.0,-57.0,-56.0,-61.0,-60.0,-67.0,-62.0,-72.0,-61.0,-87.0,-57.0,,,,
-27.0,-65.0,-52.0,-53.0,-56.0,-61.0,-56.0,-62.0,-58.0,-67.0,-65.0,-71.0,-58.0,,,,
-27.0,-62.0,-66.0,-54.0,-64.0,-60.0,-60.0,-68.0,-58.0,-72.0,-64.0,-72.0,-62.0,,,,
-28.0,-65.0,-52.0,-57.0,-64.0,-60.0,-60.0,-68.0,-58.0,-67.0,-64.0,-71.0,-58.0,,,,
-28.0,-66.0,-52.0,-56.0,-56.0,-61.0,-60.0,-68.0,-62.0,-66.0,-60.0,-91.0,-62.0,,,,
-27.0,-52.0,-78.0,-54.0,-62.0,-65.0,-60.0,-68.0,-62.0,-73.0,-60.0,-65.0,-62.0,,,,
-29.0,-52.0,-52.0,-56.0,-56.0,-65.0,-56.0,-68.0,-61.0,-66.0,-60.0,-72.0,-58.0,,,,
-28.0,-62.0,-77.0,-56.0,-56.0,-61.0,-56.0,-68.0,-64.0,-67.0,-60.0,-88.0,-59.0,,,,
-29.0,-62.0,-52.0,-57.0,-64.0,-60.0,-56.0,-68.0,-58.0,-66.0,-65.0,-71.0,-59.0,,,,
-28.0,-62.0,-52.0,-57.0,-64.0,-65.0,-56.0,-62.0,-58.0,-73.0,-61.0,-71.0,-58.0,,,,
-28.0,-65.0,-65.0,-57.0,-60.0,-60.0,-56.0,-68.0,-64.0,-66.0,-65.0,-92.0,-58.0,,,,
-27.0,-53.0,-66.0,-54.0,-57.0,-61.0,-56.0,-68.0,-58.0,-73.0,-65.0,-72.0,-59.0,,,,
-27.0,-62.0,-66.0,-56.0,-57.0,-60.0,-60.0,-63.0,-62.0,-67.0,-65.0,-73.0,-62.0,,,,
-27.0,-62.0,-66.0,-54.0,-64.0,-60.0,-60.0,-68.0,-58.0,-71.0,-61.0,-88.0,-62.0,,,,
-27.0,-65.0,-52.0,-54.0,-64.0,-65.0,-60.0,-67.0,-58.0,-67.0,-60.0,-85.0,-57.0,,,,
-27.0,-66.0,-67.0,-57.0,-61.0,-61.0,-56.0,-63.0,-61.0,-73.0,-61.0,-70.0,-59.0,,,,
-28.0,-53.0,-66.0,-53.0,-58.0,-60.0,-60.0,-63.0,-58.0,-66.0,-65.0,-84.0,-59.0,,,,
-28.0,-61.0,-52.0,-54.0,-57.0,-60.0,-56.0,-66.0,-63.0,-67.0,-61.0,-78.0,-62.0,,,,
-27.0,-61.0,-65.0,-54.0,-58.0,-60.0,-56.0,-68.0,-63.0,-66.0,-65.0,-79.0,-59.0,,,,
-29.0,-61.0,-52.0,-57.0,-57.0,-60.0,-65.0,-68.0,-62.0,-68.0,-65.0,-79.0,-58.0,,,,
-28.0,-52.0,-65.0,-57.0,-68.0,-62.0,-56.0,-68.0,-63.0,-64.0,-61.0,-72.0,-59.0,,,,
-28.0,-62.0,-52.0,-54.0,-60.0,-60.0,-56.0,-63.0,-62.0,-69.0,-65.0,-72.0,-58.0,,,,
-28.0,-65.0,-78.0,-56.0,-67.0,-65.0,-56.0,-63.0,-58.0,-66.0,-65.0,-84.0,-59.0,,,,
-27.0,-64.0,-52.0,-56.0,-58.0,-62.0,-60.0,-68.0,-62.0,-69.0,-60.0,-72.0,-58.0,,,,
-28.0,-64.0,-67.0,-54.0,-57.0,-63.0,-60.0,-63.0,-61.0,-70.0,-60.0,-72.0,-58.0,,,,
-27.0,-53.0,-67.0,-57.0,-60.0,-61.0,-56.0,-68.0,-62.0,-68.0,-61.0,-69.0,-62.0,,,,
-28.0,-62.0,-52.0,-54.0,-57.0,-58.0,-64.0,-68.0,-62.0,-72.0,-65.0,-70.0,-59.0,,,,
-28.0,-53.0,-52.0,-56.0,-56.0,-61.0,-56.0,-68.0,-63.0,-68.0,-61.0,-78.0,-62.0,,,,
-27.0,-53.0,-67.0,-56.0,-56.0,-58.0,-56.0,-63.0,-58.0,-67.0,-61.0,-69.0,-58.0,,,,
-27.0,-62.0,-67.0,-55.0,-67.0,-61.0,-56.0,-68.0,-58.0,-70.0,-64.0,-69.0,-62.0,,,,
-27.0,-62.0,-67.0,-56.0,-62.0,-57.0,-65.0,-68.0,-62.0,-67.0,-60.0,-83.0,-62.0,,,,
-27.0,-62.0,-76.0,-56.0,-58.0,-61.0,-56.0,-63.0,-62.0,-67.0,-60.0,-73.0,-62.0,,,,
-27.0,-62.0,-52.0,-55.0,-61.0,-58.0,-65.0,-68.0,-58.0,-73.0,-64.0,-86.0,-61.0,,,,
-28.0,-65.0,-52.0,-55.0,-57.0,-61.0,-56.0,-68.0,-62.0,-73.0,-60.0,-86.0,-59.0,,,,
-27.0,-53.0,-71.0,-57.0,-66.0,-62.0,-60.0,-63.0,-58.0,-66.0,-64.0,-78.0,-58.0,,,,
-27.0,-53.0,-71.0,-55.0,-63.0,-62.0,-60.0,-68.0,-58.0,-74.0,-60.0,-70.0,-58.0,,,,
-28.0,-53.0,-71.0,-57.0,-65.0,-62.0,-56.0,-68.0,-64.0,-74.0,-64.0,-85.0,-58.0,,,,
-27.0,-62.0,-53.0,-57.0,-64.0,-57.0,-65.0,-63.0,-58.0,-67.0,-61.0,-71.0,-58.0,,,,
-28.0,-53.0,-67.0,-55.0,-64.0,-57.0,-60.0,-68.0,-62.0,-73.0,-60.0,-73.0,-59.0,,,,
-27.0,-53.0,-74.0,-57.0,-57.0,-62.0,-60.0,-68.0,-62.0,-67.0,-60.0,-71.0,-59.0,,,,
-28.0,-53.0,-52.0,-57.0,-63.0,-57.0,-56.0,-63.0,-64.0,-66.0,-64.0,-87.0,-58.0,,,,
-28.0,-53.0,-52.0,-55.0,-63.0,-57.0,-65.0,-63.0,-58.0,-66.0,-60.0,-91.0,-58.0,,,,
-28.0,-62.0,-67.0,-55.0,-65.0,-61.0,-56.0,-63.0,-58.0,-73.0,-60.0,-73.0,-59.0,,,,
-27.0,-62.0,-63.0,-54.0,-67.0,-57.0,-60.0,-63.0,-62.0,-73.0,-61.0,-72.0,-59.0,,,,
-28.0,-61.0,-77.0,-56.0,-57.0,-57.0,-60.0,-67.0,-61.0,-67.0,-61.0,-73.0,-59.0,,,,
-27.0,-61.0,-66.0,-55.0,-57.0,-61.0,-60.0,-63.0,-58.0,-67.0,-64.0,-72.0,-59.0,,,,
-27.0,-53.0,-66.0,-57.0,-68.0,-57.0,-56.0,-62.0,-58.0,-67.0,-60.0,-85.0,-58.0,,,,
-27.0,-53.0,-52.0,-57.0,-57.0,-61.0,-60.0,-67.0,-58.0,-76.0,-64.0,-71.0,-58.0,,,,
-29.0,-53.0,-52.0,-57.0,-66.0,-57.0,-65.0,-67.0,-63.0,-68.0,-61.0,-70.0,-58.0,,,,
-27.0,-53.0,-52.0,-57.0,-58.0,-57.0,-60.0,-62.0,-61.0,-73.0,-64.0,-77.0,-58.0,,,,
-28.0,-53.0,-69.0,-57.0,-64.0,-61.0,-60.0,-62.0,-58.0,-73.0,-60.0,-72.0,-58.0,,,,
-27.0,-61.0,-69.0,-55.0,-57.0,-61.0,-60.0,-67.0,-63.0,-67.0,-64.0,-77.0,-58.0,,,,
-28.0,-62.0,-68.0,-54.0,-63.0,-57.0,-60.0,-68.0,-62.0,-72.0,-60.0,-77.0,-59.0,,,,
-28.0,-53.0,-65.0,-54.0,-63.0,-61.0,-56.0,-63.0,-62.0,-67.0,-61.0,-71.0,-59.0,,,,
-28.0,-53.0,-53.0,-56.0,-63.0,-59.0,-56.0,-62.0,-64.0,-67.0,-61.0,-72.0,-59.0,,,,
-28.0,-53.0,-53.0,-57.0,-57.0,-61.0,-56.0,-68.0,-62.0,-67.0,-65.0,-85.0,-59.0,,,,
-28.0,-61.0,-53.0,-54.0,-64.0,-59.0,-56.0,-68.0,-62.0,-73.0,-60.0,-72.0,-59.0,,,,
-28.0,-53.0,-53.0,-54.0,-57.0,-63.0,-56.0,-68.0,-63.0,-67.0,-60.0,-72.0,-58.0,,,,
-28.0,-52.0,-53.0,-57.0,-64.0,-67.0,-56.0,-68.0,-58.0,-73.0,-60.0,-73.0,-59.0,,,,
-27.0,-62.0,-79.0,-57.0,-55.0,-59.0,-65.0,-68.0,-62.0,-67.0,-61.0,-73.0,-58.0,,,,
-28.0,-52.0,-53.0,-54.0,-59.0,-67.0,-56.0,-68.0,-58.0,-66.0,-65.0,-76.0,-58.0,,,,
-28.0,-53.0,-53.0,-54.0,-56.0,-59.0,-64.0,-68.0,-58.0,-64.0,-60.0,-72.0,-58.0,,,,
-27.0,-62.0,-71.0,-54.0,-66.0,-63.0,-65.0,-68.0,-58.0,-68.0,-60.0,-87.0,-58.0,,,,
-27.0,-62.0,-53.0,-57.0,-56.0,-69.0,-56.0,-63.0,-58.0,-72.0,-64.0,-87.0,-59.0,,,,
-29.0,-53.0,-53.0,-54.0,-62.0,-64.0,-56.0,-63.0,-58.0,-67.0,-60.0,-72.0,-61.0,,,,
-28.0,-65.0,-70.0,-54.0,-56.0,-61.0,-56.0,-68.0,-58.0,-67.0,-64.0,-71.0,-58.0,,,,
-27.0,-64.0,-53.0,-57.0,-65.0,-63.0,-60.0,-68.0,-62.0,-67.0,-60.0,-70.0,-59.0,,,,
-29.0,-62.0,-72.0,-54.0,-63.0,-69.0,-60.0,-68.0,-58.0,-67.0,-64.0,-84.0,-61.0,,,,
-28.0,-62.0,-52.0,-57.0,-55.0,-63.0,-56.0,-68.0,-62.0,-67.0,-60.0,-86.0,-58.0,,,,
-27.0,-62.0,-53.0,-54.0,-65.0,-61.0,-56.0,-68.0,-38.0,-73.0,-64.0,-72.0,-58.0,,,,
-27.0,-62.0,-53.0,-54.0,-65.0,-59.0,-60.0,-63.0,-58.0,-72.0,-64.0,-70.0,-59.0,,,,
-27.0,-62.0,-69.0,-54.0,-55.0,-57.0,-56.0,-68.0,-62.0,-67.0,-60.0,-77.0,-58.0,,,,
-28.0,-53.0,-53.0,-56.0,-63.0,-57.0,-56.0,-63.0,-64.0,-67.0,-63.0,-77.0,-58.0,,,,
-27.0,-53.0,-53.0,-57.0,-65.0,-55.0,-60.0,-63.0,-58.0,-67.0,-60.0,-85.0,-59.0,,,,
-28.0,-65.0,-71.0,-55.0,-55.0,-55.0,-60.0,-63.0,-58.0,-68.0,-63.0,-86.0,-61.0,,,,
-27.0,-53.0,-69.0,-57.0,-55.0,-56.0,-56.0,-68.0,-58.0,-72.0,-63.0,-72.0,-61.0,,,,
-28.0,-53.0,-54.0,-57.0,-63.0,-60.0,-56.0,-68.0,-62.0,-68.0,-63.0,-77.0,-59.0,,,,
-27.0,-52.0,-77.0,-54.0,-55.0,-62.0,-56.0,-68.0,-58.0,-68.0,-63.0,-70.0,-57.0,,,,
-28.0,-61.0,-53.0,-54.0,-55.0,-63.0,-56.0,-62.0,-58.0,-68.0,-63.0,-85.0,-59.0,,,,
-28.0,-61.0,-65.0,-57.0,-55.0,-58.0,-60.0,-68.0,-58.0,-66.0,-63.0,-77.0,-57.0,,,,
-27.0,-52.0,-68.0,-53.0,-63.0,-63.0,-60.0,-68.0,-58.0,-67.0,-60.0,-69.0,-57.0,,,,
-27.0,-52.0,-52.0,-57.0,-56.0,-59.0,-60.0,-68.0,-62.0,-67.0,-63.0,-69.0,-57.0,,,,
-28.0,-53.0,-64.0,-57.0,-65.0,-58.0,-56.0,-63.0,-58.0,-69.0,-63.0,-69.0,-59.0,,,,
-27.0,-61.0,-53.0,-54.0,-62.0,-60.0,-60.0,-68.0,-58.0,-71.0,-60.0,-85.0,-57.0,,,,
-27.0,-53.0,-54.0,-54.0,-56.0,-59.0,-60.0,-68.0,-58.0,-72.0,-60.0,-70.0,-59.0,,,,
-27.0,-53.0,-53.0,-57.0,-64.0,-58.0,-56.0,-67.0,-62.0,-72.0,-63.0,-71.0,-57.0,,,,
-28.0,-62.0,-53.0,-57.0,-56.0,-59.0,-56.0,-68.0,-61.0,-73.0,-63.0,-70.0,-58.0,,,,
-27.0,-65.0,-53.0,-57.0,-64.0,-63.0,-60.0,-68.0,-58.0,-73.0,-60.0,-83.0,-62.0,,,,
-28.0,-53.0,-68.0,-54.0,-64.0,-59.0,-56.0,-68.0,-62.0,-71.0,-61.0,-69.0,-59.0,,,,
-28.0,-61.0,-53.0,-57.0,-55.0,-58.0,-56.0,-68.0,-62.0,-67.0,-60.0,-83.0,-57.0,,,,
-27.0,-62.0,-71.0,-54.0,-55.0,-59.0,-60.0,-68.0,-58.0,-71.0,-61.0,-71.0,-57.0,,,,
-27.0,-53.0,-69.0,-54.0,-54.0,-59.0,-56.0,-68.0,-58.0,-72.0,-64.0,-85.0,-58.0,,,,
-27.0,-53.0,-72.0,-55.0,-55.0,-59.0,-60.0,-68.0,-58.0,-67.0,-61.0,-85.0,-59.0,,,,
-27.0,-61.0,-71.0,-53.0,-64.0,-58.0,-56.0,-68.0,-58.0,-68.0,-60.0,-84.0,-59.0,,,,
-27.0,-61.0,-68.0,-53.0,-64.0,-59.0,-56.0,-63.0,-58.0,-66.0,-60.0,-84.0,-59.0,,,,
-27.0,-61.0,-71.0,-56.0,-54.0,-60.0,-56.0,-67.0,-58.0,-67.0,-64.0,-71.0,-62.0,,,,
-28.0,-61.0,-72.0,-55.0,-62.0,-59.0,-56.0,-68.0,-58.0,-70.0,-64.0,-70.0,-59.0,,,,
-28.0,-61.0,-53.0,-55.0,-55.0,-63.0,-56.0,-68.0,-58.0,-67.0,-64.0,-85.0,-57.0,,,,
-28.0,-62.0,-53.0,-55.0,-55.0,-57.0,-56.0,-63.0,-58.0,-67.0,-60.0,-71.0,-57.0,,,,
-27.0,-53.0,-79.0,-55.0,-63.0,-58.0,-64.0,-67.0,-58.0,-66.0,-64.0,-85.0,-57.0,,,,
-28.0,-61.0,-66.0,-54.0,-55.0,-58.0,-60.0,-68.0,-58.0,-69.0,-60.0,-85.0,-62.0,,,,
-28.0,-52.0,-79.0,-56.0,-55.0,-62.0,-60.0,-62.0,-64.0,-67.0,-64.0,-72.0,-62.0,,,,
-28.0,-53.0,-54.0,-53.0,-55.0,-59.0,-60.0,-68.0,-58.0,-67.0,-61.0,-71.0,-59.0,,,,
-27.0,-53.0,-80.0,-55.0,-55.0,-62.0,-60.0,-63.0,-62.0,-67.0,-60.0,-71.0,-59.0,,,,
-27.0,-53.0,-54.0,-56.0,-63.0,-62.0,-56.0,-68.0,-62.0,-72.0,-64.0,-85.0,-58.0,,,,
-27.0,-53.0,-64.0,-53.0,-63.0,-62.0,-56.0,-68.0,-58.0,-68.0,-64.0,-85.0,-61.0,,,,
-29.0,-53.0,-66.0,-54.0,-56.0,-65.0,-56.0,-63.0,-58.0,-70.0,-60.0,-85.0,-59.0,,,,
-28.0,-62.0,-67.0,-56.0,-63.0,-59.0,-56.0,-68.0,-61.0,-67.0,-64.0,-69.0,-59.0,,,,
-29.0,-53.0,-52.0,-54.0,-55.0,-62.0,-56.0,-63.0,-63.0,-71.0,-63.0,-71.0,-59.0,,,,
-27.0,-62.0,-64.0,-56.0,-63.0,-64.0,-60.0,-63.0,-58.0,-71.0,-60.0,-69.0,-59.0,,,,
-28.0,-53.0,-53.0,-56.0,-63.0,-62.0,-60.0,-63.0,-58.0,-71.0,-63.0,-69.0,-59.0,,,,
-28.0,-53.0,-66.0,-56.0,-63.0,-62.0,-56.0,-63.0,-58.0,-70.0,-60.0,-71.0,-59.0,,,,
-29.0,-53.0,-67.0,-56.0,-63.0,-62.0,-60.0,-63.0,-58.0,-67.0,-63.0,-77.0,-57.0,,,,
-27.0,-61.0,-52.0,-56.0,-56.0,-58.0,-56.0,-68.0,-62.0,-71.0,-60.0,-69.0,-57.0,,,,
-28.0,-53.0,-52.0,-53.0,-63.0,-58.0,-60.0,-68.0,-62.0,-68.0,-63.0,-77.0,-62.0,,,,
-28.0,-53.0,-67.0,-56.0,-63.0,-62.0,-56.0,-63.0,-64.0,-68.0,-60.0,-72.0,-62.0,,,,
-28.0,-53.0,-67.0,-54.0,-63.0,-64.0,-56.0,-68.0,-62.0,-67.0,-59.0,-71.0,-59.0,,,,
-27.0,-66.0,-52.0,-54.0,-55.0,-62.0,-60.0,-63.0,-58.0,-71.0,-59.0,-85.0,-57.0,,,,
-28.0,-62.0,-67.0,-56.0,-63.0,-58.0,-56.0,-68.0,-58.0,-71.0,-63.0,-71.0,-57.0,,,,
-27.0,-53.0,-67.0,-56.0,-63.0,-58.0,-56.0,-68.0,-62.0,-68.0,-61.0,-70.0,-57.0,,,,
-28.0,-66.0,-66.0,-54.0,-56.0,-58.0,-56.0,-67.0,-58.0,-72.0,-67.0,-71.0,-59.0,,,,
-27.0,-66.0,-66.0,-56.0,-62.0,-58.0,-56.0,-63.0,-62.0,-71.0,-66.0,-71.0,-57.0,,,,
-29.0,-61.0,-66.0,-56.0,-63.0,-59.0,-60.0,-63.0,-62.0,-72.0,-64.0,-72.0,-62.0,,,,
-27.0,-52.0,-70.0,-56.0,-63.0,-59.0,-56.0,-68.0,-58.0,-68.0,-62.0,-72.0,-59.0,,,,
-27.0,-66.0,-53.0,-56.0,-63.0,-62.0,-60.0,-63.0,-62.0,-67.0,-63.0,-72.0,-62.0,,,,
-29.0,-52.0,-53.0,-58.0,-63.0,-62.0,-56.0,-62.0,-62.0,-72.0,-63.0,-72.0,-59.0,,,,
-28.0,-53.0,-53.0,-57.0,-56.0,-62.0,-56.0,-67.0,-62.0,-72.0,-61.0,-71.0,-59.0,,,,
-28.0,-61.0,-53.0,-54.0,-63.0,-62.0,-56.0,-67.0,-62.0,-72.0,-64.0,-71.0,-59.0,,,,
-28.0,-62.0,-70.0,-55.0,-56.0,-59.0,-56.0,-63.0,-58.0,-72.0,-63.0,-70.0,-62.0,,,,
-27.0,-53.0,-65.0,-58.0,-56.0,-62.0,-60.0,-63.0,-58.0,-67.0,-64.0,-70.0,-58.0,,,,
-28.0,-61.0,-53.0,-54.0,-56.0,-62.0,-66.0,-68.0,-62.0,-71.0,-64.0,-85.0,-59.0,,,,
-28.0,-66.0,-63.0,-57.0,-61.0,-59.0,-60.0,-63.0,-58.0,-67.0,-61.0,-70.0,-59.0,,,,
-27.0,-62.0,-64.0,-58.0,-63.0,-64.0,-56.0,-68.0,-62.0,-73.0,-60.0,-85.0,-59.0,,,,
-27.0,-61.0,-52.0,-57.0,-61.0,-59.0,-60.0,-68.0,-62.0,-71.0,-63.0,-72.0,-59.0,,,,
-28.0,-53.0,-52.0,-58.0,-56.0,-62.0,-56.0,-68.0,-59.0,-66.0,-62.0,-71.0,-58.0,,,,
-27.0,-65.0,-64.0,-55.0,-63.0,-62.0,-60.0,-68.0,-58.0,-71.0,-61.0,-85.0,-58.0,,,,
-27.0,-61.0,-52.0,-58.0,-56.0,-62.0,-56.0,-63.0,-58.0,-66.0,-62.0,-71.0,-59.0,,,,
-28.0,-53.0,-63.0,-61.0,-63.0,-59.0,-60.0,-68.0,-62.0,-66.0,-64.0,-72.0,-62.0,,,,
-28.0,-66.0,-52.0,-58.0,-63.0,-59.0,-56.0,-68.0,-58.0,-71.0,-68.0,-71.0,-62.0,,,,
-27.0,-53.0,-65.0,-60.0,-55.0,-59.0,-56.0,-63.0,-61.0,-72.0,-63.0,-71.0,-59.0,,,,
-27.0,-53.0,-65.0,-60.0,-55.0,-62.0,-60.0,-68.0,-61.0,-71.0,-63.0,-71.0,-59.0,,,,
-27.0,-53.0,-65.0,-54.0,-63.0,-62.0,-56.0,-68.0,-61.0,-67.0,-61.0,-85.0,-58.0,,,,
-28.0,-53.0,-65.0,-55.0,-63.0,-65.0,-56.0,-68.0,-62.0,-72.0,-62.0,-72.0,-59.0,,,,
-28.0,-53.0,-52.0,-55.0,-63.0,-62.0,-60.0,-67.0,-62.0,-72.0,-61.0,-71.0,-58.0,,,,
-27.0,-65.0,-52.0,-55.0,-63.0,-59.0,-56.0,-68.0,-60.0,-72.0,-61.0,-85.0,-57.0,,,,
-28.0,-61.0,-65.0,-55.0,-55.0,-64.0,-60.0,-63.0,-59.0,-68.0,-63.0,-85.0,-59.0,,,,
-28.0,-61.0,-52.0,-55.0,-55.0,-59.0,-60.0,-68.0,-59.0,-68.0,-63.0,-72.0,-58.0,,,,
-27.0,-53.0,-65.0,-60.0,-55.0,-64.0,-60.0,-68.0,-61.0,-67.0,-63.0,-85.0,-59.0,,,,
-27.0,-53.0,-52.0,-59.0,-62.0,-59.0,-60.0,-68.0,-61.0,-67.0,-61.0,-72.0,-59.0,,,,
-28.0,-53.0,-52.0,-55.0,-61.0,-62.0,-56.0,-67.0,-63.0,-73.0,-61.0,-85.0,-58.0,,,,
-27.0,-53.0,-52.0,-60.0,-63.0,-63.0,-60.0,-67.0,-61.0,-72.0,-61.0,-85.0,-59.0,,,,
-27.0,-65.0,-66.0,-60.0,-63.0,-62.0,-60.0,-69.0,-59.0,-67.0,-61.0,-72.0,-62.0,,,,
-28.0,-53.0,-52.0,-57.0,-63.0,-62.0,-60.0,-62.0,-60.0,-67.0,-63.0,-69.0,-58.0,,,,
-27.0,-65.0,-73.0,-55.0,-56.0,-64.0,-56.0,-67.0,-60.0,-67.0,-63.0,-70.0,-59.0,,,,
-27.0,-62.0,-65.0,-57.0,-61.0,-59.0,-66.0,-66.0,-63.0,-68.0,-62.0,-71.0,-58.0,,,,
-29.0,-62.0,-52.0,-55.0,-56.0,-64.0,-64.0,-62.0,-62.0,-65.0,-62.0,-86.0,-59.0,,,,
-27.0,-62.0,-65.0,-58.0,-61.0,-59.0,-56.0,-69.0,-63.0,-67.0,-62.0,-72.0,-58.0,,,,
-27.0,-62.0,-65.0,-56.0,-61.0,-59.0,-65.0,-68.0,-63.0,-71.0,-64.0,-72.0,-59.0,,,,
-29.0,-65.0,-52.0,-54.0,-56.0,-64.0,-60.0,-68.0,-62.0,-72.0,-67.0,-85.0,-58.0,,,,
-27.0,-65.0,-66.0,-57.0,-56.0,-59.0,-56.0,-63.0,-63.0,-72.0,-63.0,-86.0,-59.0,,,,
-29.0,-62.0,-53.0,-56.0,-63.0,-59.0,-60.0,-68.0,-60.0,-66.0,-63.0,-84.0,-62.0,,,,
-28.0,-65.0,-78.0,-54.0,-63.0,-62.0,-60.0,-68.0,-60.0,-67.0,-68.0,-72.0,-58.0,,,,
-27.0,-62.0,-52.0,-58.0,-55.0,-62.0,-60.0,-70.0,-60.0,-67.0,-62.0,-86.0,-58.0,,,,
