0.1m,0.5m,1.0m,1.5m,2.0m,2.5m,3.0m,3.5m,4.0m,4.5m,5.0m,5.5m,6.0m,7.0m,8.0m,9.0m,10m
-28.0,-58.0,-49.0,-50.0,-49.0,-60.0,-50.0,-59.0,-52.0,-59.0,-53.0,-55.0,-52.0,,,,
-28.0,-57.0,-53.0,-52.0,-48.0,-50.0,-50.0,-51.0,-52.0,-55.0,-53.0,-54.0,-55.0,,,,
-28.0,-58.0,-49.0,-52.0,-49.0,-61.0,-61.0,-51.0,-64.0,-58.0,-53.0,-55.0,-52.0,,,,
-27.0,-57.0,-49.0,-53.0,-55.0,-51.0,-50.0,-51.0,-52.0,-59.0,-58.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-50.0,-48.0,-50.0,-50.0,-59.0,-52.0,-57.0,-58.0,-54.0,-56.0,,,,
-28.0,-58.0,-49.0,-50.0,-48.0,-55.0,-57.0,-50.0,-52.0,-60.0,-53.0,-55.0,-56.0,,,,
-28.0,-42.0,-49.0,-43.0,-49.0,-54.0,-57.0,-59.0,-52.0,-60.0,-53.0,-54.0,-55.0,,,,
-28.0,-42.0,-52.0,-44.0,-49.0,-53.0,-60.0,-50.0,-53.0,-55.0,-53.0,-54.0,-56.0,,,,
-28.0,-57.0,-51.0,-44.0,-49.0,-56.0,-57.0,-50.0,-53.0,-60.0,-51.0,-54.0,-51.0,,,,
-27.0,-57.0,-49.0,-52.0,-55.0,-55.0,-50.0,-54.0,-52.0,-56.0,-51.0,-54.0,-56.0,,,,
-31.0,-42.0,-56.0,-44.0,-48.0,-55.0,-61.0,-54.0,-64.0,-60.0,-58.0,-54.0,-56.0,,,,
-28.0,-57.0,-60.0,-51.0,-54.0,-56.0,-50.0,-54.0,-59.0,-58.0,-51.0,-54.0,-51.0,,,,
-28.0,-42.0,-49.0,-52.0,-49.0,-56.0,-60.0,-59.0,-65.0,-55.0,-50.0,-55.0,-56.0,,,,
-28.0,-57.0,-53.0,-44.0,-50.0,-55.0,-49.0,-59.0,-59.0,-60.0,-50.0,-54.0,-52.0,,,,
-28.0,-58.0,-49.0,-50.0,-49.0,-62.0,-49.0,-51.0,-65.0,-61.0,-53.0,-54.0,-56.0,,,,
-28.0,-58.0,-53.0,-52.0,-54.0,-61.0,-50.0,-54.0,-60.0,-59.0,-58.0,-54.0,-51.0,,,,
-29.0,-59.0,-59.0,-49.0,-49.0,-49.0,-50.0,-59.0,-53.0,-59.0,-58.0,-54.0,-55.0,,,,
-30.0,-42.0,-54.0,-44.0,-49.0,-49.0,-57.0,-54.0,-60.0,-56.0,-51.0,-54.0,-56.0,,,,
-31.0,-42.0,-39.0,-51.0,-48.0,-50.0,-57.0,-59.0,-64.0,-60.0,-58.0,-54.0,-54.0,,,,
-31.0,-57.0,-48.0,-50.0,-49.0,-57.0,-50.0,-59.0,-52.0,-56.0,-53.0,-54.0,-55.0,,,,
-31.0,-42.0,-57.0,-52.0,-48.0,-59.0,-61.0,-51.0,-59.0,-60.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-57.0,-44.0,-49.0,-59.0,-60.0,-54.0,-59.0,-58.0,-53.0,-55.0,-56.0,,,,
-28.0,-57.0,-58.0,-49.0,-48.0,-55.0,-57.0,-51.0,-59.0,-56.0,-51.0,-55.0,-56.0,,,,
-28.0,-42.0,-49.0,-44.0,-55.0,-50.0,-57.0,-54.0,-52.0,-55.0,-58.0,-54.0,-51.0,,,,
-28.0,-57.0,-49.0,-50.0,-55.0,-57.0,-60.0,-59.0,-52.0,-61.0,-58.0,-54.0,-56.0,,,,
-27.0,-42.0,-56.0,-44.0,-55.0,-49.0,-57.0,-58.0,-64.0,-59.0,-53.0,-54.0,-52.0,,,,
-28.0,-42.0,-57.0,-44.0,-48.0,-49.0,-50.0,-53.0,-59.0,-59.0,-51.0,-55.0,-56.0,,,,
-28.0,-57.0,-57.0,-52.0,-49.0,-49.0,-60.0,-54.0,-59.0,-56.0,-58.0,-54.0,-56.0,,,,
-28.0,-42.0,-57.0,-52.0,-48.0,-49.0,-49.0,-53.0,-59.0,-60.0,-59.0,-54.0,-56.0,,,,
-28.0,-42.0,-56.0,-50.0,-55.0,-49.0,-57.0,-57.0,-64.0,-56.0,-53.0,-54.0,-56.0,,,,
-31.0,-58.0,-56.0,-52.0,-55.0,-57.0,-57.0,-56.0,-64.0,-59.0,-51.0,-54.0,-56.0,,,,
-31.0,-42.0,-57.0,-44.0,-49.0,-53.0,-57.0,-56.0,-53.0,-56.0,-51.0,-56.0,-56.0,,,,
-28.0,-42.0,-59.0,-44.0,-49.0,-54.0,-60.0,-50.0,-59.0,-56.0,-51.0,-56.0,-56.0,,,,
-28.0,-42.0,-48.0,-44.0,-49.0,-54.0,-60.0,-59.0,-53.0,-56.0,-51.0,-54.0,-55.0,,,,
-30.0,-57.0,-48.0,-52.0,-55.0,-59.0,-60.0,-50.0,-53.0,-60.0,-51.0,-54.0,-52.0,,,,
-28.0,-42.0,-57.0,-52.0,-49.0,-55.0,-61.0,-59.0,-65.0,-60.0,-51.0,-54.0,-52.0,,,,
-31.0,-58.0,-54.0,-50.0,-54.0,-56.0,-61.0,-59.0,-64.0,-60.0,-51.0,-55.0,-52.0,,,,
-28.0,-42.0,-49.0,-52.0,-54.0,-55.0,-57.0,-59.0,-64.0,-60.0,-53.0,-54.0,-56.0,,,,
-28.0,-42.0,-49.0,-44.0,-49.0,-47.0,-57.0,-50.0,-52.0,-56.0,-51.0,-54.0,-56.0,,,,
-28.0,-57.0,-48.0,-50.0,-55.0,-59.0,-61.0,-56.0,-52.0,-61.0,-58.0,-55.0,-51.0,,,,
-28.0,-42.0,-48.0,-52.0,-48.0,-59.0,-50.0,-56.0,-64.0,-56.0,-51.0,-54.0,-56.0,,,,
-28.0,-42.0,-48.0,-50.0,-48.0,-54.0,-57.0,-59.0,-52.0,-59.0,-58.0,-54.0,-56.0,,,,
-28.0,-58.0,-48.0,-44.0,-55.0,-48.0,-57.0,-56.0,-52.0,-56.0,-53.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-44.0,-48.0,-54.0,-60.0,-59.0,-52.0,-56.0,-50.0,-54.0,-52.0,,,,
-31.0,-57.0,-48.0,-44.0,-49.0,-56.0,-50.0,-50.0,-64.0,-60.0,-50.0,-53.0,-56.0,,,,
-31.0,-42.0,-55.0,-52.0,-49.0,-60.0,-49.0,-50.0,-53.0,-60.0,-50.0,-54.0,-56.0,,,,
-31.0,-57.0,-54.0,-44.0,-48.0,-47.0,-49.0,-50.0,-64.0,-60.0,-58.0,-54.0,-56.0,,,,
-31.0,-57.0,-55.0,-44.0,-49.0,-63.0,-50.0,-50.0,-65.0,-56.0,-50.0,-54.0,-52.0,,,,
-31.0,-59.0,-56.0,-44.0,-49.0,-60.0,-49.0,-59.0,-59.0,-56.0,-58.0,-54.0,-52.0,,,,
-30.0,-42.0,-55.0,-52.0,-48.0,-47.0,-57.0,-50.0,-64.0,-60.0,-58.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-50.0,-49.0,-59.0,-49.0,-59.0,-52.0,-56.0,-58.0,-54.0,-52.0,,,,
-28.0,-42.0,-49.0,-50.0,-48.0,-54.0,-57.0,-50.0,-52.0,-59.0,-53.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-50.0,-54.0,-59.0,-57.0,-59.0,-64.0,-60.0,-58.0,-54.0,-56.0,,,,
-28.0,-42.0,-49.0,-50.0,-49.0,-48.0,-57.0,-59.0,-58.0,-59.0,-50.0,-54.0,-56.0,,,,
-28.0,-58.0,-49.0,-44.0,-49.0,-47.0,-57.0,-59.0,-58.0,-59.0,-58.0,-54.0,-51.0,,,,
-30.0,-42.0,-58.0,-44.0,-52.0,-59.0,-49.0,-59.0,-53.0,-60.0,-50.0,-54.0,-56.0,,,,
-28.0,-42.0,-58.0,-44.0,-50.0,-48.0,-57.0,-50.0,-64.0,-56.0,-58.0,-55.0,-52.0,,,,
-31.0,-58.0,-58.0,-52.0,-53.0,-48.0,-49.0,-56.0,-52.0,-55.0,-53.0,-55.0,-56.0,,,,
-28.0,-57.0,-49.0,-44.0,-51.0,-48.0,-61.0,-50.0,-52.0,-55.0,-53.0,-55.0,-56.0,,,,
-31.0,-58.0,-54.0,-52.0,-50.0,-55.0,-57.0,-56.0,-52.0,-59.0,-51.0,-54.0,-56.0,,,,
-31.0,-57.0,-56.0,-52.0,-50.0,-48.0,-50.0,-56.0,-64.0,-59.0,-58.0,-55.0,-56.0,,,,
-31.0,-42.0,-59.0,-44.0,-51.0,-54.0,-57.0,-56.0,-52.0,-60.0,-53.0,-54.0,-55.0,,,,
-28.0,-57.0,-54.0,-50.0,-51.0,-55.0,-60.0,-59.0,-52.0,-59.0,-58.0,-54.0,-55.0,,,,
-28.0,-57.0,-55.0,-52.0,-50.0,-58.0,-57.0,-59.0,-64.0,-56.0,-53.0,-54.0,-56.0,,,,
-28.0,-42.0,-55.0,-44.0,-50.0,-59.0,-50.0,-56.0,-53.0,-60.0,-50.0,-54.0,-52.0,,,,
-28.0,-57.0,-48.0,-53.0,-51.0,-56.0,-57.0,-56.0,-53.0,-56.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-60.0,-43.0,-51.0,-56.0,-60.0,-50.0,-53.0,-55.0,-58.0,-54.0,-56.0,,,,
-28.0,-57.0,-54.0,-43.0,-50.0,-56.0,-57.0,-56.0,-53.0,-56.0,-58.0,-54.0,-56.0,,,,
-27.0,-57.0,-60.0,-51.0,-51.0,-48.0,-57.0,-58.0,-52.0,-59.0,-50.0,-54.0,-56.0,,,,
-28.0,-42.0,-49.0,-44.0,-49.0,-58.0,-57.0,-58.0,-52.0,-59.0,-53.0,-54.0,-52.0,,,,
-28.0,-57.0,-58.0,-44.0,-53.0,-58.0,-57.0,-58.0,-52.0,-59.0,-50.0,-55.0,-56.0,,,,
-28.0,-57.0,-59.0,-44.0,-53.0,-58.0,-60.0,-50.0,-59.0,-56.0,-50.0,-55.0,-52.0,,,,
-31.0,-57.0,-60.0,-51.0,-52.0,-56.0,-49.0,-59.0,-59.0,-60.0,-53.0,-54.0,-52.0,,,,
-28.0,-57.0,-49.0,-44.0,-51.0,-58.0,-50.0,-58.0,-52.0,-59.0,-50.0,-54.0,-52.0,,,,
-28.0,-57.0,-60.0,-54.0,-50.0,-57.0,-57.0,-58.0,-59.0,-56.0,-53.0,-54.0,-56.0,,,,
-31.0,-42.0,-55.0,-51.0,-51.0,-58.0,-57.0,-58.0,-52.0,-60.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-56.0,-54.0,-51.0,-58.0,-57.0,-58.0,-65.0,-56.0,-50.0,-56.0,-52.0,,,,
-30.0,-57.0,-49.0,-44.0,-53.0,-59.0,-61.0,-56.0,-59.0,-59.0,-53.0,-56.0,-56.0,,,,
-28.0,-42.0,-65.0,-51.0,-49.0,-47.0,-50.0,-50.0,-52.0,-56.0,-50.0,-54.0,-56.0,,,,
-28.0,-42.0,-49.0,-51.0,-50.0,-57.0,-57.0,-50.0,-65.0,-56.0,-58.0,-54.0,-52.0,,,,
-28.0,-57.0,-49.0,-54.0,-49.0,-58.0,-60.0,-58.0,-58.0,-60.0,-53.0,-56.0,-56.0,,,,
-30.0,-57.0,-49.0,-54.0,-52.0,-56.0,-49.0,-50.0,-64.0,-59.0,-53.0,-54.0,-56.0,,,,
-31.0,-57.0,-54.0,-44.0,-50.0,-48.0,-57.0,-58.0,-65.0,-56.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-54.0,-52.0,-50.0,-56.0,-57.0,-59.0,-65.0,-60.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-53.0,-51.0,-52.0,-58.0,-50.0,-56.0,-64.0,-60.0,-53.0,-56.0,-55.0,,,,
-28.0,-58.0,-59.0,-53.0,-50.0,-59.0,-50.0,-50.0,-52.0,-60.0,-50.0,-56.0,-55.0,,,,
-31.0,-57.0,-57.0,-44.0,-50.0,-56.0,-60.0,-57.0,-64.0,-60.0,-50.0,-54.0,-52.0,,,,
-31.0,-42.0,-49.0,-44.0,-49.0,-56.0,-50.0,-57.0,-59.0,-59.0,-58.0,-56.0,-56.0,,,,
-28.0,-58.0,-56.0,-44.0,-51.0,-59.0,-60.0,-59.0,-59.0,-55.0,-53.0,-54.0,-52.0,,,,
-31.0,-57.0,-59.0,-44.0,-55.0,-48.0,-57.0,-57.0,-59.0,-59.0,-50.0,-54.0,-52.0,,,,
-30.0,-57.0,-50.0,-44.0,-52.0,-48.0,-60.0,-50.0,-65.0,-58.0,-58.0,-56.0,-56.0,,,,
-31.0,-57.0,-54.0,-53.0,-51.0,-56.0,-50.0,-57.0,-65.0,-55.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-44.0,-52.0,-57.0,-49.0,-56.0,-64.0,-55.0,-53.0,-54.0,-56.0,,,,
-31.0,-57.0,-55.0,-53.0,-52.0,-49.0,-57.0,-59.0,-64.0,-55.0,-50.0,-54.0,-56.0,,,,
-31.0,-42.0,-50.0,-53.0,-53.0,-51.0,-49.0,-58.0,-59.0,-55.0,-50.0,-56.0,-52.0,,,,
-31.0,-57.0,-48.0,-51.0,-52.0,-65.0,-57.0,-58.0,-52.0,-55.0,-53.0,-55.0,-52.0,,,,
-31.0,-42.0,-53.0,-43.0,-52.0,-69.0,-57.0,-50.0,-52.0,-59.0,-58.0,-56.0,-52.0,,,,
-28.0,-57.0,-49.0,-53.0,-61.0,-54.0,-57.0,-58.0,-52.0,-59.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-60.0,-44.0,-52.0,-54.0,-49.0,-56.0,-58.0,-59.0,-54.0,-54.0,-56.0,,,,
-28.0,-57.0,-58.0,-53.0,-51.0,-54.0,-50.0,-50.0,-64.0,-62.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-50.0,-53.0,-52.0,-54.0,-61.0,-50.0,-64.0,-61.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-62.0,-51.0,-52.0,-54.0,-57.0,-56.0,-65.0,-57.0,-58.0,-54.0,-52.0,,,,
-31.0,-57.0,-50.0,-51.0,-51.0,-54.0,-49.0,-50.0,-52.0,-59.0,-50.0,-54.0,-56.0,,,,
-31.0,-42.0,-49.0,-43.0,-52.0,-55.0,-50.0,-50.0,-52.0,-55.0,-50.0,-56.0,-52.0,,,,
-28.0,-57.0,-53.0,-53.0,-54.0,-52.0,-60.0,-58.0,-65.0,-59.0,-53.0,-54.0,-55.0,,,,
-28.0,-42.0,-54.0,-44.0,-58.0,-55.0,-60.0,-56.0,-52.0,-58.0,-50.0,-56.0,-56.0,,,,
-28.0,-42.0,-50.0,-44.0,-50.0,-57.0,-60.0,-56.0,-64.0,-58.0,-58.0,-54.0,-52.0,,,,
-28.0,-57.0,-52.0,-52.0,-57.0,-55.0,-49.0,-50.0,-52.0,-55.0,-50.0,-54.0,-56.0,,,,
-28.0,-42.0,-49.0,-44.0,-50.0,-50.0,-57.0,-58.0,-59.0,-55.0,-53.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-51.0,-52.0,-56.0,-50.0,-50.0,-52.0,-58.0,-50.0,-54.0,-52.0,,,,
-28.0,-57.0,-50.0,-51.0,-53.0,-59.0,-57.0,-58.0,-52.0,-58.0,-58.0,-54.0,-52.0,,,,
-28.0,-58.0,-49.0,-50.0,-57.0,-59.0,-57.0,-58.0,-52.0,-55.0,-58.0,-56.0,-56.0,,,,
-27.0,-57.0,-49.0,-45.0,-52.0,-63.0,-57.0,-50.0,-59.0,-59.0,-57.0,-54.0,-56.0,,,,
-31.0,-56.0,-49.0,-45.0,-50.0,-57.0,-60.0,-56.0,-65.0,-55.0,-53.0,-54.0,-56.0,,,,
-31.0,-58.0,-49.0,-52.0,-50.0,-50.0,-60.0,-58.0,-52.0,-59.0,-50.0,-54.0,-56.0,,,,
-28.0,-58.0,-62.0,-52.0,-50.0,-49.0,-57.0,-58.0,-59.0,-58.0,-50.0,-54.0,-56.0,,,,
-31.0,-58.0,-62.0,-50.0,-50.0,-55.0,-50.0,-50.0,-53.0,-55.0,-57.0,-54.0,-56.0,,,,
-28.0,-57.0,-54.0,-52.0,-50.0,-55.0,-60.0,-50.0,-53.0,-55.0,-53.0,-56.0,-56.0,,,,
-28.0,-42.0,-56.0,-44.0,-50.0,-55.0,-60.0,-58.0,-59.0,-55.0,-50.0,-54.0,-56.0,,,,
-27.0,-58.0,-50.0,-53.0,-50.0,-64.0,-50.0,-59.0,-52.0,-56.0,-50.0,-56.0,-56.0,,,,
-28.0,-58.0,-55.0,-44.0,-53.0,-55.0,-50.0,-59.0,-52.0,-57.0,-53.0,-56.0,-56.0,,,,
-27.0,-57.0,-59.0,-51.0,-52.0,-55.0,-49.0,-58.0,-64.0,-55.0,-53.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-52.0,-50.0,-55.0,-60.0,-50.0,-65.0,-61.0,-57.0,-56.0,-56.0,,,,
-28.0,-42.0,-49.0,-45.0,-49.0,-54.0,-60.0,-58.0,-52.0,-61.0,-53.0,-54.0,-56.0,,,,
-28.0,-42.0,-55.0,-52.0,-49.0,-62.0,-57.0,-59.0,-65.0,-56.0,-50.0,-54.0,-56.0,,,,
-31.0,-57.0,-50.0,-52.0,-49.0,-63.0,-57.0,-50.0,-59.0,-56.0,-53.0,-56.0,-56.0,,,,
-31.0,-42.0,-49.0,-52.0,-49.0,-55.0,-57.0,-58.0,-52.0,-56.0,-53.0,-56.0,-52.0,,,,
-28.0,-57.0,-54.0,-52.0,-58.0,-55.0,-57.0,-58.0,-53.0,-58.0,-50.0,-54.0,-52.0,,,,
-31.0,-57.0,-55.0,-45.0,-49.0,-54.0,-50.0,-59.0,-59.0,-57.0,-58.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-51.0,-50.0,-64.0,-61.0,-50.0,-52.0,-59.0,-50.0,-56.0,-56.0,,,,
-31.0,-57.0,-59.0,-52.0,-56.0,-74.0,-61.0,-56.0,-59.0,-57.0,-53.0,-54.0,-55.0,,,,
-31.0,-57.0,-58.0,-49.0,-57.0,-49.0,-57.0,-56.0,-52.0,-60.0,-53.0,-56.0,-56.0,,,,
-28.0,-42.0,-55.0,-45.0,-50.0,-49.0,-50.0,-56.0,-52.0,-61.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-49.0,-54.0,-55.0,-57.0,-50.0,-52.0,-58.0,-50.0,-54.0,-55.0,,,,
-31.0,-57.0,-56.0,-50.0,-56.0,-49.0,-60.0,-57.0,-52.0,-58.0,-53.0,-54.0,-52.0,,,,
-28.0,-57.0,-49.0,-44.0,-51.0,-56.0,-50.0,-56.0,-53.0,-58.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-50.0,-53.0,-64.0,-49.0,-58.0,-59.0,-58.0,-58.0,-54.0,-56.0,,,,
-31.0,-57.0,-57.0,-50.0,-53.0,-50.0,-57.0,-58.0,-53.0,-55.0,-50.0,-56.0,-56.0,,,,
-28.0,-42.0,-57.0,-45.0,-50.0,-59.0,-57.0,-58.0,-64.0,-59.0,-50.0,-54.0,-52.0,,,,
-28.0,-42.0,-54.0,-50.0,-53.0,-57.0,-60.0,-50.0,-59.0,-57.0,-50.0,-56.0,-52.0,,,,
-31.0,-42.0,-52.0,-49.0,-53.0,-58.0,-57.0,-59.0,-58.0,-55.0,-52.0,-54.0,-56.0,,,,
-28.0,-42.0,-51.0,-50.0,-53.0,-59.0,-57.0,-58.0,-52.0,-56.0,-53.0,-54.0,-56.0,,,,
-28.0,-57.0,-58.0,-49.0,-50.0,-59.0,-58.0,-58.0,-59.0,-57.0,-50.0,-56.0,-52.0,,,,
-28.0,-57.0,-49.0,-49.0,-55.0,-61.0,-50.0,-58.0,-64.0,-59.0,-58.0,-54.0,-55.0,,,,
-28.0,-57.0,-48.0,-49.0,-50.0,-50.0,-58.0,-56.0,-65.0,-58.0,-53.0,-54.0,-56.0,,,,
-28.0,-57.0,-53.0,-51.0,-55.0,-61.0,-57.0,-58.0,-53.0,-58.0,-58.0,-54.0,-56.0,,,,
-28.0,-42.0,-50.0,-44.0,-53.0,-58.0,-50.0,-58.0,-59.0,-58.0,-50.0,-54.0,-52.0,,,,
-28.0,-57.0,-62.0,-45.0,-50.0,-58.0,-57.0,-58.0,-59.0,-60.0,-50.0,-56.0,-56.0,,,,
-31.0,-42.0,-50.0,-44.0,-55.0,-58.0,-50.0,-56.0,-59.0,-56.0,-57.0,-54.0,-56.0,,,,
-28.0,-42.0,-50.0,-50.0,-50.0,-60.0,-60.0,-56.0,-59.0,-59.0,-50.0,-56.0,-55.0,,,,
-31.0,-42.0,-53.0,-50.0,-55.0,-58.0,-57.0,-58.0,-52.0,-59.0,-57.0,-54.0,-52.0,,,,
-28.0,-58.0,-53.0,-45.0,-51.0,-57.0,-57.0,-50.0,-52.0,-59.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-63.0,-51.0,-53.0,-50.0,-50.0,-50.0,-65.0,-56.0,-50.0,-54.0,-56.0,,,,
-28.0,-57.0,-53.0,-50.0,-55.0,-58.0,-57.0,-56.0,-65.0,-59.0,-57.0,-54.0,-56.0,,,,
-28.0,-57.0,-64.0,-51.0,-50.0,-58.0,-61.0,-56.0,-65.0,-59.0,-57.0,-54.0,-56.0,,,,
-31.0,-57.0,-64.0,-44.0,-50.0,-58.0,-50.0,-58.0,-58.0,-59.0,-53.0,-54.0,-52.0,,,,
-28.0,-42.0,-65.0,-44.0,-55.0,-58.0,-57.0,-50.0,-64.0,-59.0,-50.0,-54.0,-52.0,,,,
-28.0,-57.0,-50.0,-51.0,-55.0,-50.0,-60.0,-58.0,-52.0,-56.0,-58.0,-56.0,-56.0,,,,
-31.0,-42.0,-62.0,-50.0,-55.0,-58.0,-50.0,-50.0,-58.0,-56.0,-51.0,-54.0,-56.0,,,,
-27.0,-42.0,-49.0,-49.0,-51.0,-50.0,-57.0,-50.0,-65.0,-59.0,-60.0,-56.0,-56.0,,,,
-28.0,-57.0,-63.0,-51.0,-50.0,-50.0,-61.0,-50.0,-53.0,-56.0,-58.0,-56.0,-52.0,,,,
-28.0,-42.0,-49.0,-52.0,-50.0,-60.0,-50.0,-58.0,-59.0,-56.0,-53.0,-56.0,-52.0,,,,
-28.0,-58.0,-58.0,-53.0,-50.0,-60.0,-50.0,-58.0,-59.0,-56.0,-53.0,-56.0,-56.0,,,,
-28.0,-42.0,-50.0,-55.0,-54.0,-62.0,-61.0,-58.0,-59.0,-56.0,-53.0,-54.0,-56.0,,,,
-31.0,-57.0,-50.0,-55.0,-51.0,-50.0,-60.0,-57.0,-65.0,-57.0,-52.0,-54.0,-52.0,,,,
-28.0,-42.0,-58.0,-53.0,-51.0,-58.0,-57.0,-59.0,-52.0,-58.0,-52.0,-54.0,-52.0,,,,
-31.0,-57.0,-58.0,-51.0,-54.0,-58.0,-61.0,-50.0,-59.0,-60.0,-52.0,-54.0,-56.0,,,,
-28.0,-42.0,-58.0,-43.0,-53.0,-60.0,-60.0,-58.0,-58.0,-58.0,-57.0,-56.0,-55.0,,,,
-28.0,-42.0,-49.0,-52.0,-51.0,-50.0,-57.0,-58.0,-52.0,-57.0,-53.0,-56.0,-56.0,,,,
-28.0,-57.0,-49.0,-45.0,-53.0,-58.0,-50.0,-56.0,-52.0,-56.0,-52.0,-54.0,-52.0,,,,
-28.0,-57.0,-59.0,-44.0,-54.0,-60.0,-60.0,-58.0,-52.0,-59.0,-52.0,-54.0,-56.0,,,,
-28.0,-57.0,-53.0,-52.0,-54.0,-60.0,-57.0,-55.0,-52.0,-57.0,-52.0,-54.0,-56.0,,,,
-28.0,-57.0,-52.0,-50.0,-51.0,-50.0,-60.0,-58.0,-52.0,-57.0,-58.0,-56.0,-52.0,,,,
-28.0,-57.0,-53.0,-43.0,-51.0,-63.0,-57.0,-50.0,-64.0,-59.0,-56.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-53.0,-54.0,-50.0,-57.0,-58.0,-59.0,-56.0,-52.0,-56.0,-56.0,,,,
-31.0,-42.0,-49.0,-52.0,-54.0,-58.0,-60.0,-58.0,-64.0,-59.0,-53.0,-56.0,-52.0,,,,
-27.0,-42.0,-48.0,-54.0,-51.0,-58.0,-57.0,-58.0,-59.0,-57.0,-53.0,-54.0,-56.0,,,,
-27.0,-58.0,-54.0,-52.0,-55.0,-60.0,-50.0,-56.0,-59.0,-59.0,-53.0,-54.0,-52.0,,,,
-28.0,-56.0,-49.0,-53.0,-55.0,-50.0,-60.0,-30.0,-53.0,-59.0,-55.0,-54.0,-56.0,,,,
-28.0,-57.0,-53.0,-54.0,-50.0,-50.0,-57.0,-50.0,-67.0,-55.0,-55.0,-56.0,-56.0,,,,
-28.0,-42.0,-49.0,-54.0,-55.0,-50.0,-50.0,-56.0,-56.0,-55.0,-51.0,-54.0,-52.0,,,,
-28.0,-58.0,-59.0,-54.0,-55.0,-60.0,-60.0,-56.0,-50.0,-55.0,-52.0,-54.0,-55.0,,,,
-31.0,-42.0,-54.0,-52.0,-50.0,-60.0,-57.0,-59.0,-72.0,-59.0,-56.0,-54.0,-55.0,,,,
-31.0,-57.0,-48.0,-54.0,-56.0,-58.0,-60.0,-50.0,-62.0,-58.0,-56.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-54.0,-55.0,-50.0,-60.0,-58.0,-65.0,-56.0,-52.0,-54.0,-52.0,,,,
-28.0,-57.0,-49.0,-44.0,-56.0,-60.0,-50.0,-56.0,-73.0,-56.0,-52.0,-54.0,-52.0,,,,
-31.0,-42.0,-59.0,-52.0,-50.0,-60.0,-57.0,-56.0,-50.0,-55.0,-56.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-44.0,-50.0,-58.0,-50.0,-59.0,-59.0,-58.0,-51.0,-54.0,-56.0,,,,
-28.0,-42.0,-58.0,-52.0,-54.0,-63.0,-57.0,-59.0,-56.0,-58.0,-55.0,-54.0,-52.0,,,,
-28.0,-58.0,-49.0,-54.0,-51.0,-58.0,-57.0,-50.0,-56.0,-55.0,-52.0,-54.0,-52.0,,,,
-31.0,-42.0,-49.0,-44.0,-51.0,-58.0,-50.0,-59.0,-51.0,-56.0,-51.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-52.0,-55.0,-58.0,-57.0,-50.0,-71.0,-56.0,-51.0,-56.0,-56.0,,,,
-28.0,-42.0,-57.0,-54.0,-51.0,-60.0,-60.0,-50.0,-53.0,-57.0,-56.0,-54.0,-56.0,,,,
-28.0,-57.0,-49.0,-54.0,-51.0,-50.0,-50.0,-59.0,-58.0,-57.0,-52.0,-54.0,-56.0,,,,
-28.0,-42.0,-54.0,-48.0,-53.0,-58.0,-61.0,-50.0,-56.0,-57.0,-51.0,-54.0,-56.0,,,,
-28.0,-42.0,-49.0,-43.0,-50.0,-58.0,-57.0,-58.0,-57.0,-55.0,-53.0,-56.0,-56.0,,,,
-28.0,-58.0,-49.0,-44.0,-53.0,-60.0,-60.0,-59.0,-57.0,-58.0,-58.0,-54.0,-56.0,,,,
-28.0,-42.0,-49.0,-52.0,-50.0,-50.0,-60.0,-56.0,-72.0,-57.0,-53.0,-54.0,-56.0,,,,
-28.0,-57.0,-52.0,-55.0,-54.0,-60.0,-60.0,-50.0,-57.0,-55.0,-56.0,-54.0,-52.0,,,,
-31.0,-57.0,-53.0,-55.0,-51.0,-50.0,-60.0,-50.0,-57.0,-58.0,-53.0,-54.0,-56.0,,,,
-30.0,-58.0,-49.0,-52.0,-50.0,-63.0,-50.0,-58.0,-51.0,-58.0,-55.0,-56.0,-56.0,,,,
