0,1,2
9.0,-72.25714285714285,1.9035430878103725
0.1,,
0.1,,
2.0,-52.770531400966185,1.7337977870186763
3.5,-64.88235294117646,1.874794608501982
10.0,-67.09278350515464,1.5256898976417257
