0.1m,0.5m,1.0m,1.5m,2.0m,2.5m,3.0m,3.5m,4.0m,4.5m,5.0m,5.5m,6.0m,7.0m,8.0m,9.0m,10m
-27.0,-50.0,-60.0,-59.0,-58.0,-59.0,-58.0,-62.0,-61.0,-74.0,-64.0,-68.0,-61.0,,,,
-27.0,-56.0,-59.0,-58.0,-59.0,-60.0,-58.0,-71.0,-61.0,-69.0,-64.0,-75.0,-57.0,,,,
-27.0,-56.0,-56.0,-62.0,-66.0,-71.0,-58.0,-57.0,-81.0,-71.0,-64.0,-69.0,-57.0,,,,
-25.0,-54.0,-58.0,-59.0,-65.0,-60.0,-58.0,-67.0,-71.0,-68.0,-44.0,-63.0,-61.0,,,,
-30.0,-54.0,-61.0,-58.0,-67.0,-56.0,-58.0,-66.0,-71.0,-68.0,-63.0,-76.0,-61.0,,,,
-26.0,-56.0,-59.0,-67.0,-58.0,-71.0,-58.0,-64.0,-71.0,-68.0,-64.0,-68.0,-60.0,,,,
-25.0,-50.0,-61.0,-66.0,-65.0,-56.0,-58.0,-58.0,-61.0,-68.0,-65.0,-63.0,-60.0,,,,
-25.0,-56.0,-59.0,-62.0,-65.0,-60.0,-58.0,-71.0,-70.0,-70.0,-64.0,-77.0,-70.0,,,,
-27.0,-54.0,-60.0,-63.0,-67.0,-56.0,-56.0,-67.0,-61.0,-69.0,-63.0,-77.0,-71.0,,,,
-25.0,-56.0,-64.0,-64.0,-65.0,-60.0,-58.0,-73.0,-81.0,-76.0,-63.0,-63.0,-57.0,,,,
-27.0,-54.0,-64.0,-66.0,-67.0,-56.0,-56.0,-63.0,-82.0,-81.0,-65.0,-63.0,-61.0,,,,
-30.0,-56.0,-59.0,-65.0,-65.0,-59.0,-58.0,-58.0,-61.0,-68.0,-65.0,-76.0,-52.0,,,,
-30.0,-54.0,-62.0,-58.0,-67.0,-68.0,-58.0,-58.0,-61.0,-70.0,-64.0,-69.0,-57.0,,,,
-25.0,-54.0,-69.0,-69.0,-68.0,-71.0,-58.0,-66.0,-70.0,-74.0,-65.0,-69.0,-71.0,,,,
-25.0,-54.0,-72.0,-59.0,-59.0,-60.0,-58.0,-66.0,-80.0,-69.0,-63.0,-63.0,-60.0,,,,
-25.0,-56.0,-62.0,-65.0,-67.0,-60.0,-58.0,-78.0,-71.0,-74.0,-65.0,-75.0,-61.0,,,,
-25.0,-56.0,-56.0,-60.0,-58.0,-56.0,-59.0,-77.0,-71.0,-69.0,-63.0,-62.0,-71.0,,,,
-25.0,-50.0,-56.0,-65.0,-59.0,-60.0,-58.0,-78.0,-61.0,-74.0,-63.0,-63.0,-61.0,,,,
-26.0,-54.0,-68.0,-59.0,-66.0,-56.0,-58.0,-78.0,-61.0,-75.0,-65.0,-69.0,-61.0,,,,
-25.0,-54.0,-60.0,-64.0,-67.0,-60.0,-56.0,-58.0,-71.0,-69.0,-65.0,-76.0,-60.0,,,,
-27.0,-54.0,-64.0,-59.0,-67.0,-56.0,-58.0,-58.0,-70.0,-70.0,-64.0,-69.0,-61.0,,,,
-27.0,-56.0,-57.0,-66.0,-67.0,-56.0,-56.0,-59.0,-82.0,-70.0,-63.0,-62.0,-61.0,,,,
-25.0,-56.0,-59.0,-62.0,-59.0,-71.0,-56.0,-65.0,-61.0,-69.0,-65.0,-69.0,-61.0,,,,
-25.0,-54.0,-70.0,-59.0,-66.0,-60.0,-58.0,-76.0,-71.0,-69.0,-64.0,-69.0,-61.0,,,,
-27.0,-54.0,-72.0,-61.0,-64.0,-59.0,-59.0,-71.0,-61.0,-70.0,-64.0,-69.0,-61.0,,,,
-25.0,-51.0,-62.0,-63.0,-65.0,-60.0,-58.0,-58.0,-71.0,-70.0,-64.0,-75.0,-61.0,,,,
-27.0,-50.0,-55.0,-59.0,-59.0,-56.0,-58.0,-69.0,-61.0,-70.0,-64.0,-63.0,-71.0,,,,
-25.0,-54.0,-57.0,-64.0,-66.0,-71.0,-59.0,-56.0,-71.0,-71.0,-64.0,-63.0,-71.0,,,,
-27.0,-54.0,-55.0,-63.0,-66.0,-71.0,-58.0,-68.0,-60.0,-82.0,-65.0,-76.0,-71.0,,,,
-31.0,-54.0,-55.0,-63.0,-59.0,-68.0,-59.0,-66.0,-71.0,-68.0,-65.0,-69.0,-60.0,,,,
-27.0,-54.0,-64.0,-64.0,-64.0,-69.0,-59.0,-67.0,-71.0,-71.0,-65.0,-63.0,-57.0,,,,
-27.0,-51.0,-64.0,-63.0,-57.0,-59.0,-58.0,-64.0,-71.0,-71.0,-65.0,-68.0,-61.0,,,,
-30.0,-54.0,-61.0,-63.0,-59.0,-61.0,-58.0,-57.0,-60.0,-68.0,-64.0,-63.0,-72.0,,,,
-30.0,-56.0,-60.0,-59.0,-59.0,-60.0,-58.0,-76.0,-80.0,-74.0,-65.0,-77.0,-72.0,,,,
-31.0,-54.0,-59.0,-61.0,-65.0,-60.0,-58.0,-76.0,-70.0,-68.0,-64.0,-63.0,-61.0,,,,
-27.0,-54.0,-72.0,-63.0,-66.0,-71.0,-56.0,-75.0,-70.0,-66.0,-65.0,-69.0,-72.0,,,,
-25.0,-57.0,-61.0,-63.0,-65.0,-69.0,-58.0,-57.0,-61.0,-77.0,-64.0,-63.0,-61.0,,,,
-30.0,-56.0,-60.0,-63.0,-66.0,-56.0,-58.0,-67.0,-81.0,-66.0,-64.0,-76.0,-57.0,,,,
-27.0,-54.0,-72.0,-61.0,-59.0,-69.0,-56.0,-67.0,-71.0,-67.0,-64.0,-63.0,-57.0,,,,
-25.0,-56.0,-58.0,-63.0,-65.0,-68.0,-58.0,-64.0,-61.0,-67.0,-65.0,-68.0,-61.0,,,,
-30.0,-54.0,-60.0,-59.0,-65.0,-60.0,-58.0,-67.0,-70.0,-67.0,-64.0,-69.0,-71.0,,,,
-25.0,-56.0,-58.0,-62.0,-65.0,-56.0,-58.0,-70.0,-80.0,-70.0,-64.0,-69.0,-57.0,,,,
-25.0,-50.0,-58.0,-62.0,-67.0,-73.0,-58.0,-58.0,-80.0,-68.0,-65.0,-78.0,-72.0,,,,
-27.0,-54.0,-59.0,-63.0,-66.0,-56.0,-59.0,-69.0,-79.0,-67.0,-65.0,-62.0,-61.0,,,,
-27.0,-51.0,-58.0,-63.0,-67.0,-61.0,-59.0,-58.0,-70.0,-68.0,-64.0,-75.0,-61.0,,,,
-27.0,-56.0,-62.0,-60.0,-66.0,-71.0,-59.0,-68.0,-70.0,-70.0,-64.0,-62.0,-61.0,,,,
-27.0,-50.0,-58.0,-60.0,-66.0,-56.0,-58.0,-69.0,-61.0,-77.0,-65.0,-62.0,-61.0,,,,
-25.0,-57.0,-71.0,-63.0,-67.0,-56.0,-56.0,-68.0,-70.0,-68.0,-65.0,-69.0,-61.0,,,,
-25.0,-54.0,-57.0,-60.0,-65.0,-61.0,-59.0,-68.0,-61.0,-70.0,-64.0,-62.0,-61.0,,,,
-26.0,-50.0,-57.0,-60.0,-59.0,-72.0,-59.0,-58.0,-61.0,-70.0,-65.0,-69.0,-71.0,,,,
-25.0,-51.0,-70.0,-60.0,-65.0,-61.0,-59.0,-68.0,-70.0,-68.0,-64.0,-74.0,-61.0,,,,
-27.0,-57.0,-58.0,-60.0,-66.0,-70.0,-56.0,-58.0,-70.0,-68.0,-64.0,-69.0,-60.0,,,,
-30.0,-56.0,-68.0,-60.0,-59.0,-70.0,-56.0,-58.0,-71.0,-68.0,-65.0,-70.0,-61.0,,,,
-27.0,-51.0,-60.0,-60.0,-66.0,-60.0,-56.0,-68.0,-61.0,-68.0,-64.0,-62.0,-72.0,,,,
-27.0,-56.0,-56.0,-62.0,-65.0,-69.0,-58.0,-69.0,-61.0,-77.0,-63.0,-74.0,-57.0,,,,
-25.0,-51.0,-58.0,-63.0,-66.0,-56.0,-58.0,-69.0,-80.0,-69.0,-64.0,-62.0,-57.0,,,,
-25.0,-54.0,-59.0,-60.0,-69.0,-70.0,-58.0,-69.0,-61.0,-68.0,-64.0,-74.0,-61.0,,,,
-25.0,-51.0,-59.0,-63.0,-65.0,-56.0,-59.0,-69.0,-71.0,-73.0,-64.0,-74.0,-61.0,,,,
-25.0,-51.0,-66.0,-63.0,-57.0,-60.0,-59.0,-68.0,-71.0,-73.0,-64.0,-62.0,-61.0,,,,
-27.0,-51.0,-59.0,-63.0,-66.0,-60.0,-56.0,-69.0,-61.0,-70.0,-65.0,-63.0,-71.0,,,,
-25.0,-56.0,-59.0,-60.0,-65.0,-60.0,-56.0,-58.0,-60.0,-68.0,-64.0,-76.0,-71.0,,,,
-25.0,-51.0,-65.0,-60.0,-70.0,-70.0,-59.0,-68.0,-60.0,-67.0,-64.0,-69.0,-57.0,,,,
-27.0,-54.0,-67.0,-60.0,-69.0,-60.0,-38.0,-58.0,-71.0,-67.0,-63.0,-76.0,-61.0,,,,
-25.0,-56.0,-57.0,-60.0,-59.0,-60.0,-56.0,-68.0,-61.0,-67.0,-64.0,-69.0,-61.0,,,,
-27.0,-56.0,-57.0,-63.0,-74.0,-56.0,-59.0,-68.0,-81.0,-67.0,-64.0,-68.0,-71.0,,,,
-30.0,-54.0,-60.0,-60.0,-61.0,-70.0,-59.0,-58.0,-71.0,-77.0,-65.0,-69.0,-57.0,,,,
-30.0,-54.0,-69.0,-60.0,-59.0,-56.0,-56.0,-68.0,-79.0,-68.0,-68.0,-76.0,-60.0,,,,
-27.0,-54.0,-56.0,-63.0,-56.0,-70.0,-56.0,-68.0,-71.0,-62.0,-63.0,-76.0,-57.0,,,,
-27.0,-54.0,-71.0,-62.0,-65.0,-56.0,-56.0,-69.0,-60.0,-66.0,-63.0,-69.0,-57.0,,,,
-27.0,-56.0,-58.0,-62.0,-65.0,-70.0,-59.0,-68.0,-70.0,-68.0,-63.0,-63.0,-57.0,,,,
-25.0,-54.0,-56.0,-60.0,-61.0,-56.0,-58.0,-68.0,-61.0,-67.0,-63.0,-69.0,-61.0,,,,
-25.0,-57.0,-56.0,-63.0,-61.0,-70.0,-58.0,-68.0,-71.0,-67.0,-63.0,-76.0,-61.0,,,,
-25.0,-54.0,-76.0,-60.0,-57.0,-56.0,-58.0,-58.0,-70.0,-71.0,-67.0,-76.0,-60.0,,,,
-27.0,-54.0,-59.0,-62.0,-57.0,-56.0,-58.0,-68.0,-61.0,-71.0,-64.0,-63.0,-60.0,,,,
-27.0,-54.0,-58.0,-60.0,-62.0,-61.0,-59.0,-68.0,-61.0,-75.0,-64.0,-76.0,-57.0,,,,
-26.0,-50.0,-76.0,-60.0,-61.0,-57.0,-58.0,-58.0,-80.0,-69.0,-64.0,-69.0,-71.0,,,,
-30.0,-50.0,-58.0,-62.0,-66.0,-70.0,-56.0,-69.0,-60.0,-63.0,-69.0,-76.0,-60.0,,,,
-30.0,-54.0,-74.0,-60.0,-67.0,-60.0,-56.0,-69.0,-80.0,-63.0,-64.0,-69.0,-61.0,,,,
-27.0,-54.0,-76.0,-62.0,-67.0,-61.0,-56.0,-69.0,-70.0,-63.0,-68.0,-68.0,-61.0,,,,
-30.0,-54.0,-75.0,-62.0,-67.0,-61.0,-58.0,-68.0,-61.0,-70.0,-70.0,-76.0,-61.0,,,,
-25.0,-54.0,-73.0,-60.0,-61.0,-57.0,-58.0,-58.0,-70.0,-65.0,-67.0,-69.0,-71.0,,,,
-25.0,-57.0,-56.0,-60.0,-62.0,-61.0,-58.0,-68.0,-70.0,-67.0,-64.0,-69.0,-72.0,,,,
-27.0,-57.0,-59.0,-59.0,-62.0,-60.0,-58.0,-71.0,-81.0,-67.0,-64.0,-63.0,-71.0,,,,
-27.0,-51.0,-73.0,-62.0,-62.0,-56.0,-58.0,-67.0,-61.0,-67.0,-66.0,-63.0,-57.0,,,,
-30.0,-50.0,-61.0,-60.0,-67.0,-60.0,-58.0,-58.0,-61.0,-68.0,-66.0,-76.0,-57.0,,,,
-30.0,-54.0,-60.0,-60.0,-68.0,-70.0,-58.0,-58.0,-70.0,-81.0,-64.0,-69.0,-57.0,,,,
-27.0,-56.0,-70.0,-63.0,-57.0,-71.0,-58.0,-67.0,-61.0,-68.0,-64.0,-76.0,-61.0,,,,
-31.0,-54.0,-57.0,-62.0,-67.0,-69.0,-58.0,-68.0,-81.0,-68.0,-64.0,-69.0,-71.0,,,,
-30.0,-57.0,-57.0,-60.0,-66.0,-70.0,-58.0,-69.0,-70.0,-79.0,-66.0,-69.0,-57.0,,,,
-25.0,-56.0,-70.0,-60.0,-57.0,-60.0,-59.0,-58.0,-60.0,-68.0,-66.0,-69.0,-72.0,,,,
-25.0,-50.0,-72.0,-60.0,-67.0,-70.0,-58.0,-58.0,-71.0,-73.0,-66.0,-69.0,-71.0,,,,
-30.0,-56.0,-55.0,-62.0,-66.0,-56.0,-56.0,-67.0,-81.0,-67.0,-71.0,-76.0,-72.0,,,,
-27.0,-54.0,-55.0,-59.0,-57.0,-60.0,-56.0,-68.0,-69.0,-67.0,-71.0,-76.0,-57.0,,,,
-27.0,-50.0,-61.0,-60.0,-61.0,-57.0,-56.0,-58.0,-72.0,-81.0,-71.0,-63.0,-61.0,,,,
-31.0,-54.0,-69.0,-63.0,-61.0,-56.0,-59.0,-58.0,-68.0,-67.0,-69.0,-69.0,-60.0,,,,
-25.0,-56.0,-67.0,-62.0,-57.0,-71.0,-58.0,-68.0,-77.0,-81.0,-64.0,-63.0,-57.0,,,,
-30.0,-54.0,-68.0,-60.0,-57.0,-56.0,-59.0,-58.0,-75.0,-68.0,-71.0,-69.0,-60.0,,,,
-27.0,-56.0,-60.0,-63.0,-62.0,-56.0,-58.0,-68.0,-67.0,-71.0,-64.0,-69.0,-57.0,,,,
-27.0,-54.0,-69.0,-62.0,-57.0,-70.0,-56.0,-70.0,-69.0,-68.0,-71.0,-69.0,-60.0,,,,
-27.0,-54.0,-69.0,-59.0,-67.0,-56.0,-58.0,-70.0,-65.0,-68.0,-63.0,-76.0,-71.0,,,,
-26.0,-56.0,-55.0,-61.0,-57.0,-61.0,-58.0,-58.0,-64.0,-78.0,-63.0,-76.0,-71.0,,,,
-30.0,-54.0,-55.0,-60.0,-61.0,-70.0,-58.0,-69.0,-61.0,-73.0,-63.0,-69.0,-57.0,,,,
-27.0,-54.0,-80.0,-60.0,-61.0,-71.0,-56.0,-70.0,-60.0,-82.0,-66.0,-63.0,-60.0,,,,
-30.0,-54.0,-79.0,-62.0,-57.0,-61.0,-58.0,-68.0,-66.0,-67.0,-63.0,-69.0,-60.0,,,,
-25.0,-54.0,-77.0,-61.0,-67.0,-71.0,-56.0,-69.0,-72.0,-67.0,-63.0,-69.0,-60.0,,,,
-26.0,-56.0,-79.0,-61.0,-57.0,-71.0,-58.0,-68.0,-62.0,-74.0,-63.0,-76.0,-72.0,,,,
-27.0,-54.0,-55.0,-62.0,-62.0,-56.0,-58.0,-70.0,-67.0,-71.0,-66.0,-63.0,-60.0,,,,
-30.0,-50.0,-77.0,-61.0,-62.0,-56.0,-56.0,-69.0,-71.0,-67.0,-68.0,-69.0,-57.0,,,,
-27.0,-56.0,-78.0,-56.0,-66.0,-61.0,-56.0,-70.0,-72.0,-67.0,-68.0,-63.0,-71.0,,,,
-31.0,-50.0,-79.0,-62.0,-62.0,-71.0,-56.0,-68.0,-74.0,-74.0,-68.0,-69.0,-60.0,,,,
-27.0,-56.0,-76.0,-62.0,-57.0,-56.0,-58.0,-58.0,-69.0,-67.0,-68.0,-75.0,-72.0,,,,
-30.0,-54.0,-77.0,-61.0,-66.0,-56.0,-56.0,-58.0,-68.0,-72.0,-68.0,-76.0,-40.0,,,,
-27.0,-56.0,-62.0,-62.0,-61.0,-56.0,-56.0,-68.0,-79.0,-68.0,-68.0,-69.0,-60.0,,,,
-25.0,-55.0,-62.0,-59.0,-57.0,-57.0,-56.0,-58.0,-70.0,-71.0,-64.0,-69.0,-60.0,,,,
-25.0,-50.0,-62.0,-60.0,-66.0,-61.0,-59.0,-68.0,-72.0,-71.0,-64.0,-63.0,-61.0,,,,
-30.0,-54.0,-71.0,-61.0,-57.0,-70.0,-58.0,-71.0,-62.0,-71.0,-68.0,-76.0,-72.0,,,,
-30.0,-56.0,-56.0,-59.0,-63.0,-61.0,-56.0,-68.0,-74.0,-71.0,-64.0,-76.0,-72.0,,,,
-30.0,-54.0,-55.0,-59.0,-56.0,-61.0,-58.0,-66.0,-62.0,-68.0,-69.0,-63.0,-72.0,,,,
-30.0,-56.0,-86.0,-59.0,-61.0,-70.0,-58.0,-71.0,-84.0,-70.0,-63.0,-63.0,-57.0,,,,
-27.0,-54.0,-79.0,-62.0,-57.0,-56.0,-56.0,-65.0,-61.0,-66.0,-63.0,-63.0,-72.0,,,,
-30.0,-50.0,-62.0,-59.0,-61.0,-70.0,-56.0,-68.0,-61.0,-69.0,-64.0,-69.0,-57.0,,,,
-25.0,-50.0,-76.0,-41.0,-61.0,-70.0,-59.0,-66.0,-62.0,-69.0,-69.0,-69.0,-57.0,,,,
-30.0,-50.0,-56.0,-60.0,-61.0,-71.0,-58.0,-66.0,-71.0,-66.0,-63.0,-76.0,-60.0,,,,
-27.0,-54.0,-56.0,-61.0,-68.0,-56.0,-59.0,-70.0,-62.0,-67.0,-66.0,-76.0,-60.0,,,,
-27.0,-50.0,-56.0,-60.0,-61.0,-61.0,-59.0,-62.0,-82.0,-70.0,-66.0,-63.0,-60.0,,,,
-25.0,-57.0,-74.0,-62.0,-56.0,-61.0,-56.0,-58.0,-73.0,-73.0,-67.0,-76.0,-60.0,,,,
-30.0,-50.0,-56.0,-60.0,-61.0,-68.0,-59.0,-58.0,-82.0,-70.0,-67.0,-69.0,-60.0,,,,
-27.0,-56.0,-56.0,-59.0,-67.0,-60.0,-58.0,-58.0,-72.0,-69.0,-64.0,-63.0,-57.0,,,,
-27.0,-56.0,-56.0,-63.0,-56.0,-61.0,-58.0,-58.0,-62.0,-68.0,-67.0,-69.0,-60.0,,,,
-25.0,-54.0,-73.0,-63.0,-57.0,-63.0,-59.0,-63.0,-72.0,-70.0,-67.0,-69.0,-60.0,,,,
-27.0,-56.0,-62.0,-61.0,-67.0,-61.0,-58.0,-67.0,-71.0,-68.0,-67.0,-63.0,-57.0,,,,
-25.0,-54.0,-62.0,-60.0,-67.0,-65.0,-59.0,-58.0,-72.0,-87.0,-64.0,-69.0,-70.0,,,,
-30.0,-50.0,-61.0,-61.0,-56.0,-71.0,-56.0,-58.0,-83.0,-67.0,-65.0,-69.0,-71.0,,,,
-27.0,-52.0,-73.0,-61.0,-62.0,-71.0,-58.0,-64.0,-71.0,-67.0,-67.0,-69.0,-60.0,,,,
-25.0,-50.0,-56.0,-59.0,-68.0,-57.0,-58.0,-67.0,-71.0,-67.0,-65.0,-63.0,-60.0,,,,
-25.0,-54.0,-56.0,-59.0,-62.0,-72.0,-58.0,-66.0,-71.0,-73.0,-65.0,-69.0,-60.0,,,,
-25.0,-56.0,-73.0,-61.0,-62.0,-57.0,-59.0,-63.0,-71.0,-74.0,-66.0,-75.0,-70.0,,,,
-25.0,-56.0,-62.0,-62.0,-62.0,-71.0,-58.0,-58.0,-72.0,-77.0,-64.0,-75.0,-60.0,,,,
-25.0,-56.0,-73.0,-63.0,-57.0,-70.0,-59.0,-69.0,-83.0,-68.0,-64.0,-69.0,-60.0,,,,
-30.0,-54.0,-56.0,-61.0,-62.0,-70.0,-58.0,-70.0,-62.0,-74.0,-67.0,-75.0,-57.0,,,,
-30.0,-54.0,-56.0,-60.0,-62.0,-71.0,-58.0,-62.0,-72.0,-70.0,-67.0,-63.0,-69.0,,,,
-25.0,-54.0,-56.0,-61.0,-68.0,-71.0,-58.0,-63.0,-62.0,-67.0,-65.0,-63.0,-60.0,,,,
-26.0,-50.0,-72.0,-59.0,-63.0,-62.0,-58.0,-74.0,-85.0,-73.0,-65.0,-76.0,-70.0,,,,
-27.0,-54.0,-72.0,-60.0,-63.0,-57.0,-58.0,-75.0,-73.0,-68.0,-67.0,-69.0,-70.0,,,,
-27.0,-54.0,-56.0,-60.0,-67.0,-79.0,-56.0,-63.0,-71.0,-77.0,-67.0,-69.0,-70.0,,,,
-25.0,-54.0,-72.0,-60.0,-61.0,-63.0,-58.0,-63.0,-62.0,-68.0,-66.0,-69.0,-60.0,,,,
-26.0,-56.0,-72.0,-61.0,-63.0,-60.0,-59.0,-58.0,-73.0,-71.0,-65.0,-63.0,-70.0,,,,
-30.0,-50.0,-62.0,-62.0,-70.0,-77.0,-58.0,-63.0,-72.0,-74.0,-59.0,-75.0,-60.0,,,,
-27.0,-50.0,-56.0,-60.0,-58.0,-67.0,-58.0,-63.0,-73.0,-74.0,-66.0,-69.0,-60.0,,,,
-25.0,-54.0,-72.0,-61.0,-58.0,-64.0,-57.0,-57.0,-61.0,-66.0,-64.0,-69.0,-60.0,,,,
-30.0,-54.0,-56.0,-59.0,-58.0,-57.0,-64.0,-57.0,-62.0,-66.0,-66.0,-84.0,-70.0,,,,
-30.0,-57.0,-56.0,-63.0,-57.0,-55.0,-63.0,-65.0,-66.0,-76.0,-66.0,-63.0,-57.0,,,,
-27.0,-56.0,-71.0,-62.0,-68.0,-64.0,-61.0,-62.0,-60.0,-68.0,-66.0,-63.0,-60.0,,,,
-25.0,-51.0,-62.0,-62.0,-61.0,-69.0,-65.0,-71.0,,-70.0,-66.0,-69.0,-60.0,,,,
-31.0,-56.0,-56.0,-59.0,-62.0,-55.0,,-64.0,,-66.0,-66.0,-67.0,-60.0,,,,
-25.0,-53.0,-56.0,-59.0,-62.0,-65.0,,,,,,-68.0,-60.0,,,,
-27.0,-54.0,-72.0,-58.0,-58.0,-73.0,,,,,,-61.0,-70.0,,,,
-27.0,-55.0,-62.0,-58.0,-71.0,-65.0,,,,,,-71.0,-58.0,,,,
-25.0,-55.0,-71.0,-61.0,-61.0,-65.0,,,,,,-68.0,-61.0,,,,
-25.0,-55.0,-54.0,-65.0,-57.0,-73.0,,,,,,-67.0,-57.0,,,,
-31.0,-55.0,-58.0,-67.0,-64.0,-64.0,,,,,,-60.0,-57.0,,,,
-27.0,-53.0,-74.0,-64.0,-57.0,-67.0,,,,,,-70.0,-69.0,,,,
,-50.0,-58.0,-58.0,-64.0,-57.0,,,,,,-64.0,-62.0,,,,
,-52.0,-58.0,-57.0,-64.0,,,,,,,-58.0,-58.0,,,,
,-51.0,-77.0,-64.0,-62.0,,,,,,,-59.0,-62.0,,,,
,-51.0,-55.0,-64.0,-64.0,,,,,,,,-61.0,,,,
,,-60.0,,-65.0,,,,,,,,-59.0,,,,
,,-91.0,,-62.0,,,,,,,,-61.0,,,,
,,-60.0,,-64.0,,,,,,,,-59.0,,,,
,,-83.0,,-64.0,,,,,,,,-60.0,,,,
,,-53.0,,-62.0,,,,,,,,-57.0,,,,
,,-56.0,,-62.0,,,,,,,,,,,,
,,-55.0,,-57.0,,,,,,,,,,,,
,,-55.0,,-62.0,,,,,,,,,,,,
,,-60.0,,-64.0,,,,,,,,,,,,
,,-56.0,,-62.0,,,,,,,,,,,,
,,-60.0,,-62.0,,,,,,,,,,,,
,,-84.0,,-64.0,,,,,,,,,,,,
,,-56.0,,-62.0,,,,,,,,,,,,
,,-76.0,,-62.0,,,,,,,,,,,,
,,-83.0,,-59.0,,,,,,,,,,,,
,,-56.0,,-57.0,,,,,,,,,,,,
,,-60.0,,-63.0,,,,,,,,,,,,
,,-55.0,,-58.0,,,,,,,,,,,,
,,-61.0,,,,,,,,,,,,,,
,,-60.0,,,,,,,,,,,,,,
,,-67.0,,,,,,,,,,,,,,
,,-61.0,,,,,,,,,,,,,,
,,-60.0,,,,,,,,,,,,,,
,,-71.0,,,,,,,,,,,,,,
,,-60.0,,,,,,,,,,,,,,
,,-61.0,,,,,,,,,,,,,,
,,-57.0,,,,,,,,,,,,,,
,,-68.0,,,,,,,,,,,,,,
,,-61.0,,,,,,,,,,,,,,
,,-71.0,,,,,,,,,,,,,,
,,-57.0,,,,,,,,,,,,,,
,,-57.0,,,,,,,,,,,,,,
,,-57.0,,,,,,,,,,,,,,
,,-57.0,,,,,,,,,,,,,,
,,-57.0,,,,,,,,,,,,,,
,,-57.0,,,,,,,,,,,,,,
,,-58.0,,,,,,,,,,,,,,
,,-67.0,,,,,,,,,,,,,,
,,-75.0,,,,,,,,,,,,,,
,,-56.0,,,,,,,,,,,,,,
,,-57.0,,,,,,,,,,,,,,
,,-64.0,,,,,,,,,,,,,,
,,-57.0,,,,,,,,,,,,,,
